ID;date;country;confirmed;deaths;recovery;mais_de_65;de_15_a_65;menos_de_14;mulher;homem;mortalidade_infantil;Quarentena
5;01/03/2020;Colombia;0;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
6;02/03/2020;Colombia;0;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
7;03/03/2020;Colombia;0;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
8;04/03/2020;Colombia;0;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
9;05/03/2020;Colombia;0;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
10;06/03/2020;Colombia;1;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
11;07/03/2020;Colombia;0;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
12;08/03/2020;Colombia;0;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
13;09/03/2020;Colombia;0;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
14;10/03/2020;Colombia;2;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
15;11/03/2020;Colombia;6;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
16;12/03/2020;Colombia;0;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
17;13/03/2020;Colombia;4;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
18;14/03/2020;Colombia;9;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
19;15/03/2020;Colombia;12;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
20;16/03/2020;Colombia;20;0;0;4209239;33981574;11457872;25283976;24364709;12,2;0
21;17/03/2020;Colombia;11;0;1;4209239;33981574;11457872;25283976;24364709;12,2;1
22;18/03/2020;Colombia;28;0;0;4209239;33981574;11457872;25283976;24364709;12,2;1
23;19/03/2020;Colombia;9;0;0;4209239;33981574;11457872;25283976;24364709;12,2;1
24;20/03/2020;Colombia;26;0;0;4209239;33981574;11457872;25283976;24364709;12,2;1
25;21/03/2020;Colombia;68;0;0;4209239;33981574;11457872;25283976;24364709;12,2;1
26;22/03/2020;Colombia;35;2;2;4209239;33981574;11457872;25283976;24364709;12,2;1
27;23/03/2020;Colombia;46;1;0;4209239;33981574;11457872;25283976;24364709;12,2;1
28;24/03/2020;Colombia;101;0;3;4209239;33981574;11457872;25283976;24364709;12,2;1
29;25/03/2020;Colombia;92;1;2;4209239;33981574;11457872;25283976;24364709;12,2;1
30;26/03/2020;Colombia;21;2;0;4209239;33981574;11457872;25283976;24364709;12,2;1
31;27/03/2020;Colombia;48;0;2;4209239;33981574;11457872;25283976;24364709;12,2;1
32;28/03/2020;Colombia;69;0;0;4209239;33981574;11457872;25283976;24364709;12,2;1
33;29/03/2020;Colombia;94;4;0;4209239;33981574;11457872;25283976;24364709;12,2;1
34;30/03/2020;Colombia;96;2;5;4209239;33981574;11457872;25283976;24364709;12,2;1
35;31/03/2020;Colombia;108;4;16;4209239;33981574;11457872;25283976;24364709;12,2;1
36;01/04/2020;Colombia;159;1;8;4209239;33981574;11457872;25283976;24364709;12,2;1
37;02/04/2020;Colombia;96;2;16;4209239;33981574;11457872;25283976;24364709;12,2;1
38;03/04/2020;Colombia;106;6;0;4209239;33981574;11457872;25283976;24364709;12,2;1
39;04/04/2020;Colombia;139;7;30;4209239;33981574;11457872;25283976;24364709;12,2;1
40;05/04/2020;Colombia;79;3;3;4209239;33981574;11457872;25283976;24364709;12,2;1
